SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
240,01/27/2020,Shanxi,China,1/27/20 23:59,13,0,0,13.0
345,01/29/2020,Xinjiang,China,1/29/20 19:30,13,0,0,13.0
400,01/30/2020,Jilin,China,1/30/20 16:00,14,0,1,13.0
460,01/31/2020,Jilin,China,1/31/2020 23:59,14,0,1,13.0
468,01/31/2020,Unknown,Singapore,1/31/2020 23:59,13,0,0,13.0
