SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
191,01/26/2020,Hebei,China,1/26/20 16:00,13,1,0,12.0
346,01/29/2020,Ningxia,China,1/29/20 19:30,12,0,0,12.0
461,01/31/2020,Hong Kong,Hong Kong,1/31/2020 23:59,12,0,0,12.0
