SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
144,01/25/2020,Yunnan,China,1/25/20 17:00,11,0,0,11.0
241,01/27/2020,Inner Mongolia,China,1/27/20 23:59,11,0,0,11.0
293,01/28/2020,Ningxia,China,1/28/20 23:00,11,0,0,11.0
402,01/30/2020,Guizhou,China,1/30/20 16:00,12,0,1,11.0
469,01/31/2020,Unknown,South Korea,1/31/2020 23:59,11,0,0,11.0
