SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
92,01/24/2020,Shanghai,China,1/24/20 17:00,20,0,1,19.0
138,01/25/2020,Hainan,China,1/25/20 17:00,19,0,0,19.0
291,01/28/2020,Gansu,China,1/28/20 23:00,19,0,0,19.0
398,01/30/2020,Inner Mongolia,China,1/30/20 16:00,19,0,0,19.0
458,01/31/2020,Inner Mongolia,China,1/31/2020 23:59,20,0,1,19.0
