SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
141,01/25/2020,Jiangsu,China,1/25/20 17:00,18,0,1,17.0
142,01/25/2020,Liaoning,China,1/25/20 17:00,17,0,0,17.0
238,01/27/2020,Hebei,China,1/27/20 23:59,18,1,0,17.0
399,01/30/2020,Ningxia,China,1/30/20 16:00,17,0,0,17.0
459,01/31/2020,Xinjiang,China,1/31/2020 23:59,17,0,0,17.0
