SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
64,01/23/2020,Shanghai,China,1/23/20 17:00,16,0,0,16.0
188,01/26/2020,Yunnan,China,1/26/20 16:00,16,0,0,16.0
344,01/29/2020,Inner Mongolia,China,1/29/20 19:30,16,0,0,16.0
