SNo,ObservationDate,Province,Country,Last_Update,Confirmed,Deaths,Recovered,Active_case
94,01/24/2020,Sichuan,China,1/24/20 17:00,15,0,0,15.0
95,01/24/2020,Shandong,China,1/24/20 17:00,15,0,0,15.0
96,01/24/2020,Anhui,China,1/24/20 17:00,15,0,0,15.0
143,01/25/2020,Shaanxi,China,1/25/20 17:00,15,0,0,15.0
292,01/28/2020,Inner Mongolia,China,1/28/20 23:00,15,0,0,15.0
