100000,706,2015-02-14,Violence against civilians,Attack,Al Shabaab,,Civilians (Somalia),Rahanweyn-Emid Sub-Clan Group (Somalia),27,Eastern Africa,Somalia,Bay,Baydhaba,Baidoa,Undisclosed Source,Unidentified gunmen believed to be al Shabaab operatives shot and killed a prominent religious leader in his home near Model High School located in Berdaale neighbourhood (Baidoa) in the night of 14/02. The motive behind the killing remains unknown. The victim hails from Rahaweyn/Emid sub-clan. The perpetrators escaped.,1
100001,706,2015-02-14,Battles,Armed clash,AMISOM: African Union Mission in Somalia (2007-),Military Forces of Somalia (2012-2017) Jubaland Security Force,Al Shabaab,,28,Eastern Africa,Somalia,Lower Juba,Afmadow,Afmadow,Undisclosed Source,Al Shabaab fighters launched a hit-and -run attack against AMISOM/Jubaland forces in the outskirts of Afmadow in the evening of 14/02. The two sides exchanged heavy gunfire for about ten minutes after which the al Shabaab fighters withdrew. No casualties were reported. SNG forces cut off the telecommunication the following day reportedly to investigate the attack.,0
100002,706,2015-02-14,Battles,Armed clash,Police Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Banadir,Yaqshid,Mogadishu-Yaqshid,Undisclosed Source,Suspected al Shabaab fighters launched a hit-and-run attack against SNG police outpost in Miisanka Dhuhusha (Yaaqshiid District) in the night of 14/02. No casualties were reported.,0
100003,706,2015-02-14,Battles,Armed clash,Military Forces of Somalia (2012-2017) Puntland Security Force,,Al Shabaab,,12,Eastern Africa,Somalia,Bari,Bossaso,Galgala,Alldhacdo,"Puntland and al Shabaab forces clash in the Galgala region. Between six and ten reported dead. Exact date not known, source dated 14/02.",6
100004,706,2015-02-15,Explosions/Remote violence,Remote explosive/landmine/IED,AMISOM: African Union Mission in Somalia (2007-),,Unidentified Armed Group (Somalia),,38,Eastern Africa,Somalia,Lower Shabelle,Baraawe,Marian Guwaay,Undisclosed Source,RCIED explosion targeted AMISOM convoy passing near Mariin-Gubaay Village (48km NE of Baraawe) in the morning of 15/02. The explosion reportedly slightly damaged an AMISOM vehicle. No casualties were reported.,0
100005,706,2015-02-15,Battles,Government regains territory,Military Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Bay,Baydhaba,Buulo Gumur,Undisclosed Source,SNG forces in Qansax Dheere attacked al Shabaab fighters based in Buulo Gumur village (51km SW of Baidoa) in the morning of 15/02. Both sides engaged heavy fighting which lasted for about an hour after which the al Shabaab fighters were overpowered and pulled out from the village. The SNG forces later returned to their base in Qansax Dheere. Three al Shabaab fighters and a SNG soldier were killed.,4
100006,706,2015-02-15,Battles,Armed clash,Military Forces of Somalia (2012-2017) Jubaland Security Force,,Unidentified Armed Group (Somalia),,13,Eastern Africa,Somalia,Lower Juba,Kismaayo,Kismayo,Undisclosed Source,Unidentified attackers threw a hand grenade against Congo Jisa base (an intelligence base for Jubaland) in Farjano neighbourhood in the evening of 15/02. Jubaland forces open fire after the blast. No casualties were reported both the explosion and subsequent shooting.,0
100007,706,2015-02-15,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),Government of Somalia (2012-2017),37,Eastern Africa,Somalia,Banadir,Dharkenley,Mogadishu-Dharkenley,Undisclosed Source,Unidentified men armed with pistols shot and killed a civilian man in a mini-bus near Maalim Nuur Mosque (Dharkeynley District) in the morning of 15/02. Another passenger got injured in the shooting. The reason for the killing is unknown. The victim was working for the Ministry of Planning. The perpetrators escaped.,1
100008,706,2015-02-15,Violence against civilians,Attack,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),,Civilians (Somalia),,78,Eastern Africa,Somalia,Bakool,Rab Dhuure,Rab Dhuure,Hiiraan (Somalia),"Residents in the town of Rab Dhuure reported that Ethiopian troops who suffered causalities from an Al Shabaab attack have killed pastoralists in revenge for the attack by militants, killing ten civilians.",10
100009,706,2015-02-15,Battles,Armed clash,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),,Al Shabaab,,28,Eastern Africa,Somalia,Bakool,Rab Dhuure,Rab Dhuure,Hiiraan (Somalia),"At least ten people were killed after al Shabaab ambushed an Ethiopian-African Union forces convoy, prompting a heavy fighting between the two sides. Causalities were reported, though the numbers are unknown. Residents in the town of Rab Dhuure reported that Ethiopian troops who suffered causalities from the attack have killed pastoralists in revenge for the attack by militants, killing ten civilians.",10
