0,12,2010-12-20,Battles,Armed clash,Military Forces of Algeria (1999-),,Unidentified Armed Group (Algeria),,13,Northern Africa,Algeria,Boumerdes,Ammal,Ait Dahmane,TSA Algerie,"A militant was captured by security forces on 20 December after a violent skirmish with an armed group in Ait Dahmane in the Ammal region southeast of Boumerdes. A Kalashnikov-type weapon belonging to the militant was recovered by the soldiers. The skirmish occurred as the security forces were conducting a search in that region. The militants capture was facilitated by the fact that he was wounded. The rest of the armed group was successful in fleeing, according to the same source.",0
1,12,2010-12-25,Riots,Violent demonstration,Police Forces of Algeria (1999-),,Rioters (Algeria),,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Liberte (Algeria),"Riots broke out in districts covered by the programme to re-house 10,000 families. on 25 December, inhabitants of Les Palmiers district, in the municipality of Bachdjarah blocked the Oued Ouchayah tunnel to traffic for hours, in both directions, and there were clashes with the forces of order. Residents feel they are excluded from resettlement programs as their homes fall into a state of disrepair and unsanitary living conditions.",0
2,12,2010-12-26,Battles,Armed clash,AQIM: Al Qaeda in the Islamic Maghreb,,Military Forces of Algeria (1999-),,12,Northern Africa,Algeria,Jijel,Jijel,Jijel,Xinhua,"Two AQLMI militants are killed and five wounded in a shootout with soldiers. The operation, staged in Djemaa bni Habibi commune, about 40 km eastern Jijel, aimed to wipe out strongholds of the militants.",2
3,12,2010-12-27,Riots,Violent demonstration,Rioters (Algeria),,,,50,Northern Africa,Algeria,Alger,Baraki,Baraki,Liberte (Algeria),"Clashes have taken place in the city of Palmiers, Laaquiba and Baraki because of re-housing. In Baraki, the residents of Hai Al-Baraka have still not subsided, despite the vague promises by local authorities. Residents feel they are excluded from resettlement programs as their homes fall into a state of disrepair and unsanitary living conditions.",0
4,12,2010-12-27,Riots,Violent demonstration,Police Forces of Algeria (1999-),,Rioters (Algeria),,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,Sidi M'Hamed,Liberte (Algeria); Al Jazeera,"Clashes have taken place in the city of Palmiers, Laaquiba and Baraki because of re-housing. In Sidi-Mhamed, the residents of Laaquiba went out into the street on the night of Monday to Tuesday [27 to 28 December] to express their anger. Residents feel they are excluded from resettlement programs as their homes fall into a state of disrepair and unsanitary living conditions. People living in these areas burnt tires and threw stones and Molotov cocktails at police, who responded with tear gas and arrests.",0
5,12,2010-12-27,Riots,Violent demonstration,Police Forces of Algeria (1999-),,Rioters (Algeria),,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Liberte (Algeria),"In the city of Palmiers, clashes between demonstrators and security forces continued on the night of Monday to Tuesday [27 to 28 December] when young people threw from the top of a building a bottle of butane gas on the police station located in the former middle school. Residents feel they are excluded from resettlement programs as their homes fall into a state of disrepair and unsanitary living conditions.",0
6,12,2010-12-29,Riots,Violent demonstration,Rioters (Algeria),,Police Forces of Algeria (1999-),,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Al Jazeera,53 people are injured and 29 arrested during a protest over inadequate housing.,0
7,12,2010-12-29,Riots,Violent demonstration,Police Forces of Algeria (1999-),,Rioters (Algeria),,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Al Jazeera,"Protests over inadequate housing spread to other suburbs of Algiers, with protesters taking to the streets against the lack of housing in Ennakhil, Diar el Babor and Cervantes. People living in these areas burnt tires and threw stones and Molotov cocktails at police, who responded with tear gas and arrests.",0
8,12,2010-12-30,Battles,Armed clash,Unidentified Armed Group (Algeria),,Military Forces of Algeria (1999-),,13,Northern Africa,Algeria,Boumerdes,Boumerdes,Boumerdes,Kuwait News Agency,Security forces kill a member of a terror organization and wound two others during a raid on their compound.,1
9,12,2011-01-02,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Algeria),,,,30,Northern Africa,Algeria,Bouira,Kadiria,Kadiria,Le Jeune Independant,"A homemade bomb buried in the ground exploded on 2 January in Kadiria, located 20 kilometres to the east of Lakhdaria, in the wilaya of Bouira. The attack occurred as a freight train passed through coming from Algiers and going to Beni Mansour. The explosion did not result in human losses though there were material damages.",0
