170000,894,2013-10-16,Riots,Mob violence,Rioters (Zambia),PF: Patriotic Front,Civilians (Zambia),UPND: United Party for National Development,57,Southern Africa,Zambia,Lusaka,Lusaka,Lusaka,Zambia Reports,"In Mandevu, Lusaka, PF supporters ransacked a house owned by a UPND member and a business store.",0
170001,894,2013-10-17,Violence against civilians,Sexual violence,Unidentified Armed Group (Zambia),,Civilians (Zambia),Civilians (International),37,Southern Africa,Zambia,Southern,Kalomo,Kalomo,Times of Zambia,"A unidentified man has been going into lodges in the Kalomo area and stealing, raping, and harassing patrons.",0
170002,894,2013-10-27,Riots,Mob violence,Rioters (Zambia),,Police Forces of Zambia (2011-),,15,Southern Africa,Zambia,Copperbelt,Chililabombwe,Konkola,Times of Zambia,Riots broke out at the stadium during a match. Police intervened and fired teargas cannisters into the crowd.,0
170003,894,2013-10-28,Riots,Mob violence,Rioters (Zambia),,Civilians (Zambia),,57,Southern Africa,Zambia,Central,Kabwe,Kabwe,Times of Zambia,A mob injured an escaped prisoner who was attempting to sexually assault a school girl. Police intervened.,0
170004,894,2013-10-29,Violence against civilians,Attack,Unidentified Communal Militia (Zambia),,Civilians (Zambia),,47,Southern Africa,Zambia,Muchinga,Nakonde,Nakonde,Times of Zambia,"On 29 October 2013, a local armed group shot and killed man accused of witchcraft in Nakonde (Nakonde, Muchinga).",1
170005,894,2013-11-07,Battles,Armed clash,PF: Patriotic Front,,PF: Patriotic Front,,33,Southern Africa,Zambia,Lusaka,Lusaka,Lusaka,Zambia Reports,Two factions of the PF - one led by Wynter Kabimba and the other by Geoffrey Mwamba - fought in Lusaka. 1 person died.,1
170006,894,2013-11-21,Protests,Peaceful protest,Protesters (Rwanda),,,,60,Southern Africa,Zambia,Lusaka,Lusaka,Lusaka,Daily Monitor (Uganda),Rwandan refugees protested against an offer from the Rwandan government for repatriation. They did not want to share information with authorities in order to obtain Rwandan passports.,0
170007,894,2013-11-27,Violence against civilians,Attack,Military Forces of Zambia (2011-),,Civilians (Zambia),,17,Southern Africa,Zambia,Central,Kabwe,Kabwe,Times of Zambia,"3 soldiers and 1 civilian assaulted a local business man. Later, the accused were arrested. In general, the town noted harassment and intimidation by authorities.",0
170008,894,2013-12-12,Protests,Protest with intervention,Protesters (Zambia),Students (Zambia),Police Forces of Zambia (2011-),,16,Southern Africa,Zambia,Lusaka,Lusaka,Lusaka,Times of Zambia,Students protested at the Univesity of Zambia. Police intervened and arrested 24 students over 2 days.,0
170009,894,2014-01-03,Protests,Peaceful protest,Protesters (Zambia),,,,60,Southern Africa,Zambia,Lusaka,Lusaka,Lusaka,Zambia Reports,Bus drivers protested against an increase in the loading fees.,0
