95000,706,2013-06-30,Battles,Armed clash,Militia (Anti-Al Shabaab),,Al Shabaab,,23,Eastern Africa,Somalia,Gedo,Baardheere,Faafax Dhuun,Undisclosed Source,Al Shabaab ambushed an anti-al Shabaab (not named) military convoy near Faafaxdhun Village in Baardheere District in the afternoon of 30/06. The two sides exchanged gunfire for about an hour. Casualties could not be established.,0
95001,706,2013-06-30,Battles,Armed clash,Al Shabaab,,Al Shabaab,Militia (Ahmed Godane),22,Eastern Africa,Somalia,Lower Shabelle,Baraawe,Baraawe,Undisclosed Source,Two factions of al Shabaab clashed against each other in Baraawe in the morning of 30/06. The clash opposed pro-Godane militias and forces loyal to the local District Commissioner and police chief. Five persons were killed and three others wounded.,5
95002,706,2013-06-30,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Bakool,Xudur,Xudur,Undisclosed Source,Somali or pro-Somali forces launched an attack against al Shabaab in Ceel Leheli Village (18km W of Xudur) on 30/06. The allied forces came from Ceel Barde. Unconfirmed reports indicate that three members of al Shabaab were killed in the clash.,3
95003,706,2013-06-30,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Bakool,Xudur,Xudur,Undisclosed Source,Al Shabaab attacked Somali or pro-Somali forces near Kulunjerer Village in Xudur District in the afternoon 30/06. Al Shabaab launched the attack after receiving information about a small group allied forces moving in the area. One soldier was reportedly injured in the clash.,0
95004,706,2013-06-30,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Bakool,Xudur,Xudur,Undisclosed Source,Al Shabaab ambushed a group of Somali forces in Kobog Village (40km S of Xudur) in the afternoon of 30/06. Reports indicate that the soldiers were heading to an area near Kulunjerer Village to reinforce their colleagues who were attacked by al Shabaab. One soldier was killed in the clash.,1
95005,706,2013-06-30,Riots,Mob violence,Rioters (Somalia),Issa Mahmud Sub-Clan Militia (Somalia),Rioters (Somalia),Gadabuursi Clan Militia (Somalia),55,Eastern Africa,Somalia,Awdal,Borama,Borama,Undisclosed Source,Isse and Gudabirsi clans clashed near Cabdil Qadir Village (80km NE of Borama) following a dispute over farm ownership on 30/06. The two sides reported used sticks and stones during the clash. Elders from the two clans intervened and managed to stop the fighting. Police later reportedly deployed in the village to prevent further clashes.,0
95006,706,2013-06-30,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Unidentified Armed Group (Somalia),,13,Eastern Africa,Somalia,Banadir,Heliwa,Mogadishu-Heliwa,Undisclosed Source,Unidentified attackers threw a hand grenade against Somali forces position near Abdi Wayeel Cinema (Heliwa District)in the evening of 30/06. The soldiers reacted by opening fire in the direction of the attackers. One soldier was injured in the attack. The perpetrators managed to escape.,0
95007,706,2013-06-30,Explosions/Remote violence,Grenade,Military Forces of Somalia (2012-2017),,Unidentified Armed Group (Somalia),,13,Eastern Africa,Somalia,Banadir,Karan,Mogadishu-Karan,Undisclosed Source,Unidentified attackers threw a hand grenade at the residence of NSA officer in Jamhuuriya neighbourhood (Karaan District) in the evening of 30/06. Reports indicate that the device hit the perimeter wall of the building. No casualties were reported. The perpetrators escaped.,0
95008,706,2013-06-30,Explosions/Remote violence,Grenade,Military Forces of Somalia (2012-2017),,Unidentified Armed Group (Somalia),,13,Eastern Africa,Somalia,Banadir,Heliwa,Mogadishu-Heliwa,Undisclosed Source,Unidentified attackers threw a hand grenade at Somali forces on foot patrol in the Livestock Market neighbourhood (Heliwa District)in the evening of 30/06. Two civilian bystanders reportedly sustained minor injuries in the attack. The attackers managed to escape.,0
95009,706,2013-06-30,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Al Shabaab,,12,Eastern Africa,Somalia,Banadir,Daynile,Mogadishu-Daynile,Undisclosed Source,Al Shabaab forces launched a hit and run attack against a government forces position in Gubta neighbourhood (Dayniile District) in the evening of 30/06. The attackers reportedly fired three RPG rounds followed by direct exchange of gunfire between the two sides. AL Shabaab withdrew after five minutes of the gun battle. No casualties were reported.,0
95010,706,2013-06-30,Explosions/Remote violence,Grenade,Military Forces of Somalia (2012-2017),,Unidentified Armed Group (Somalia),,13,Eastern Africa,Somalia,Banadir,Dharkenley,Mogadishu-Dharkenley,Undisclosed Source,Unidentified attackers hurled a hand grenade at a defensive base located in Hosh neighbourhood (Dharkeynley District) in the evening of 30/06. No casualties were reported. The perpetrators escaped.,0
95011,706,2013-07-01,Riots,Violent demonstration,Rioters (Somalia),,Police Forces of Somalia (2012-2017),,15,Eastern Africa,Somalia,Banadir,Hodan,Mogadishu-Hodan,Al Furqaan,"Protesters gathering Tarabuunka Square to demand the release of Hasan Dahir Aweys, an al Shabaab leader who had recently been arrested by Somali authorities at Mogadishu airport. The group smashed windows of passing cars, burnt tires, and clashed with police. Causalities list not provided.",0
95012,706,2013-07-01,Explosions/Remote violence,Grenade,Al Shabaab,,Al Shabaab,Militia (Ahmed Godane),22,Eastern Africa,Somalia,Lower Shabelle,Baraawe,Baraawe,Undisclosed Source,Unidentified attackers threw a hand grenade a al Shabaab fighters in a house in Baraawe town the evening of 01/0. The fighters a conducted a security operation after the explosion but made no arrest. It is believed that the attack was carried out by rival al Shabaab forces that were defeated by forces loyal to Godane.,0
95013,706,2013-07-01,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Military Forces of Somalia (2012-2017),,11,Eastern Africa,Somalia,Hiraan,Belet Weyne,Belet Weyne,Undisclosed Source,Two groups of Somali forces clashed in Yaaq Biri Weyne (22km W of Wanla Weyne) in the morning of 10/06 following an escalated dispute over money extorted from public transport vehicles. No casualties were reported.,0
95014,706,2013-07-01,Protests,Peaceful protest,Protesters (Somalia),,,,60,Eastern Africa,Somalia,Gedo,Ceel Waaq,El Wak,Undisclosed Source,A demonstration in protest against the involvement of KDF in recent clashes in Kismaayo was held in Ceel Waaq in the morning of 01/07. The governor of Gero spoke at the event and declared the KDF was an enemy and a destabilizing factor in the region.,0
95015,706,2013-07-01,Protests,Excessive force against protesters,Raskamboni Brigade,,Protesters (Somalia),,36,Eastern Africa,Somalia,Gedo,Doolow,Bula Hawa,Undisclosed Source,"Resident of Bulo Xawo on 01/07 staged a demonstration in protest against KDF involvement in the armed clashes between Ras Kaambooni forces (RKB) and those loyal to Barre Hirale in Kismaayo on 29/06. A man affiliated with Raskamboni opened fire in the crowd, injuring one of the demonstrators.",0
95016,706,2013-07-01,Battles,Armed clash,AMISOM: African Union Mission in Somalia (2007-),Military Forces of Somalia (2012-2017),Al Shabaab,,28,Eastern Africa,Somalia,Bay,Baydhaba,Aawdiinle,Undisclosed Source,Al Shabaab launched a hit and run attack against Somali/AMISOM forces positions in Awdiinle Village (Baidoa District) in the night of 01/07. The fighting lasted for about 30 minutes after which al Shabaab withdrew. Casualties could not be established.,0
95017,706,2013-07-01,Battles,Armed clash,Military Forces of Somalia (2012-2017),,Military Forces of Somalia (2012-2017),,11,Eastern Africa,Somalia,Lower Shabelle,Afgooye,Afgooye,Undisclosed Source,Two groups of Somali forces clash over food aid distribution. Two soldiers and two civilians injured in the clash.,0
95018,706,2013-07-01,Strategic developments,Arrests,Police Forces of Somalia (2012-2017),,Civilians (Somalia),,17,Eastern Africa,Somalia,Woqooyi Galbeed,Hargeysa,Hargeysa,Undisclosed Source,Arrests: Police arrest a man in Hargeisa after he reportedly tried to take a photo of the UN-Som office in Masalaha neighbourhood in Mohamud Haybe District (Hargeisa) in the morning on 01/07. Reports indicate that the man was a journalist and wanted to investigate if the recent government decision to close the office was implemented.,0
95019,706,2013-07-01,Violence against civilians,Attack,Unidentified Ethnic Militia (Somalia),,Civilians (Somalia),Unidentified Ethnic Group (Somalia),47,Eastern Africa,Somalia,Middle Shabelle,Jowhar,Jowhar,Undisclosed Source,"Unidentified gunmen opened fire at a passenger vehicle in Weydow Village (7km N of Jowhar) in the morning of 01/07. One passenger was reportedly killed and another injured. It is believed that the incident is related to the on-going clan conflicts between Abgal and Shidle clans in the district, though it is not clear which was the aggressor in this instance. The perpetrators escaped.",1
95020,706,2013-07-01,Explosions/Remote violence,Grenade,Unidentified Armed Group (Somalia),,Civilians (Somalia),,37,Eastern Africa,Somalia,Hiraan,Belet Weyne,Belet Weyne,Undisclosed Source,Unidentified attackers hurled hand grenade at the residence of a businessman in Hawl-Wadaag neighbourhood (Beled Weyne) in the evening of 01/07. Reports indicate that the businessman supplies goods to Ethiopian forces in Beled Weyne. Other reports indicate that the grenade was targeted at Somali forces passing near the house. No casualties were reported. The perpetrators managed to escape.,0
