55000,434,2016-10-10,Violence against civilians,Attack,Unidentified Armed Group (Libya),,Civilians (Libya),,37,Northern Africa,Libya,Tripoli,Tripoli,Tripoli,Libya Herald,The acting head of the Tripoli-based Civil Registry Authority (CRA) was killed in Tripoli and a colleague wounded. Three armed individuals ''wearing army fatigue'' and in a ''military vehicle'' attacked the CRA headquarters in Drebi firing at all the offices ''in a random manner''.,1
55001,434,2016-10-11,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2009-2017),,Islamic State (Libya),,28,Northern Africa,Libya,Sirt,Sirt,Sirte,Airwars,"On Oct 11th, in Sirte, Military Forces of US carried out 9 Airstrikes by plane against IS militants. Declared target was Fighters. Structure type hit was a Military target. No reported fatalities.",0
55002,434,2016-10-11,Strategic developments,Non-violent transfer of territory,Military Forces of Libya (2016-) Government of National Accord,,Islamic State (Libya),,12,Northern Africa,Libya,Sirt,Sirt,Sirte,AP,Forces loyal to Libyas United Nations-brokered government (Operation Solid Structure) advanced on the remaining pockets of Islamic State group fighters holding out in the coastal city of Sirte on 11 October. No actual fighting reported.,0
55003,434,2016-10-11,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Libya),,Civilians (Libya),,37,Northern Africa,Libya,Sebha,Sebha,Tamanhint,Libya Herald,"The managing director of the Bank of North Africa in Fezzan was kidnapped on 11 October. He disappeared while on his way home from Sebha to Al-Buwanis, close to the Tamenhint airbase. His car was apparently found riddled with bullet holes.",0
55004,434,2016-10-11,Battles,Armed clash,Islamic State (Libya),,Qadhadhfa Ethnic Militia (Libya),,24,Northern Africa,Libya,Sebha,Sebha,Sabha,Menastream,"An ISIS-cell was chased away from a rental house in Souq al-Nemlah in Sabha, a cell member being a Saudi national was reportedly shot in the leg following a shootout with youth from the Qadhadhfa/(Gaddafi) tribe. Photos show weapons, military clothing and other objects left behind by the cell.",0
55005,434,2016-10-12,Violence against civilians,Attack,Unidentified Armed Group (Libya),,Civilians (Libya),Salafist Muslim Group (Libya),37,Northern Africa,Libya,Almargeb,Almargeb,Al Khums,Libya Herald,The pregnant wife of one of the leading Salafists in Khoms died on 12 October when gunmen tried to kill her husband. The attackers are unknown. Although there have been some clashes between rival families in Khoms it is suspected they may be Islamic State (IS) sympathisers.,1
55006,434,2016-10-12,Protests,Peaceful protest,Protesters (Libya),Health Workers (Libya),,,60,Northern Africa,Libya,Benghazi,Benghazi,Al Kuwayfyah,Libya Herald,Staff at Benghazi's Jalaa and Kuwaifiya respiratory diseases hospitals demonstrated today against the decision last week of Beida-based prime minister Abdulah Al-Thinni to sack Reida El-Oakley as his health minister.,0
55007,434,2016-10-12,Protests,Peaceful protest,Protesters (Libya),Health Workers (Libya),,,60,Northern Africa,Libya,Benghazi,Benghazi,Benghazi,Libya Herald,Staff at Benghazi's Jalaa and Kuwaifiya respiratory diseases hospitals demonstrated today against the decision last week of Beida-based prime minister Abdulah Al-Thinni to sack Reida El-Oakley as his health minister.,0
55008,434,2016-10-12,Protests,Peaceful protest,Protesters (Libya),Tawergha Communal Group (Libya),,,60,Northern Africa,Libya,Tripoli,Tripoli,Tripoli,Libya Herald,Tawerghans based in the refugee camp in Tripoli's Falah district protested against the UN-brokered peacedeal signed on 31 August in Tunis between Tawergha local council and Misrata municipal council.,0
55009,434,2016-10-12,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Libya (2016-) Government of National Accord,,Islamic State (Libya),,12,Northern Africa,Libya,Sirt,Sirt,Ras al Himar,Menastream,"On October 12 ISIS's Amaq reported that 3 technicals of Bonyan al-Marsous, Operation Solid Structure forces were destroyed in multiple IED blasts on the Coastal Road between Sirte and Misrata.",0
55010,434,2016-10-12,Protests,Peaceful protest,Protesters (Libya),,,,60,Northern Africa,Libya,Sebha,Sebha,Sabha,Libya Herald,Members of staff at the Bank of North Africa branches in Fezzan and of Al-Buwanis district near Sebha have protested on 12 October at the kidnapping of the bank's southern managing director.,0
55011,434,2016-10-13,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2009-2017),,Islamic State (Libya),,28,Northern Africa,Libya,Sirt,Sirt,Sirte,Airwars,"On Oct 13th, in Sirte, Military Forces of US carried out 8 Airstrikes by plane against IS militants. Declared target was Fighters. Structure type hit was a Military target. No reported fatalities.",0
